happiness,户口类型,出生年份,家庭年收入,家庭常驻人口,家庭经济状况,是否参加基本医疗保险,是否参加基本养老保险,是否参加商业医疗保险,是否参加商业养老保险,养老应该由谁负责
比较不幸福,城市,1985,86000,1,平均水平,参加了,参加了,参加了,参加了,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1987,160000,7,远低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1984,200000,1,平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1990,100000,2,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1974,150000,2,高于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1949,80000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
非常幸福,城市,1964,92400,4,低于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较不幸福,城市,1988,80000,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1939,400000,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,农村,1958,不知道,6,平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1934,42000,1,平均水平,没有参加,参加了,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1985,2000000,1,高于平均水平,参加了,参加了,参加了,参加了,政府/子女/老人责任均摊
比较幸福,城市,1983,50000,4,低于平均水平,参加了,没有参加,参加了,没有参加,政府/子女/老人责任均摊
比较不幸福,城市,1976,12000,1,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1938,100000,4,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1981,80000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1978,150000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1984,70000,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1956,70000,2,远低于平均水平,参加了,参加了,参加了,参加了,主要由政府负责
比较幸福,农村,1986,80000,4,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1980,80000,4,低于平均水平,没有参加,没有参加,参加了,没有参加,无法回答
比较幸福,城市,1983,150000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1946,120000,2,高于平均水平,参加了,参加了,没有参加,参加了,政府/子女/老人责任均摊
比较幸福,城市,1971,110000,4,低于平均水平,不适用,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1979,200000,3,低于平均水平,没有参加,没有参加,参加了,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1950,50000,2,平均水平,参加了,参加了,参加了,参加了,政府/子女/老人责任均摊
非常幸福,城市,1970,不适用,2,平均水平,没有参加,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1952,30000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1959,40000,2,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1954,200000,4,平均水平,参加了,参加了,不适用,不适用,政府/子女/老人责任均摊
比较幸福,城市,1961,140000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1986,150000,4,平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1945,100000,3,平均水平,参加了,没有参加,不适用,没有参加,主要由老人自己负责
比较幸福,城市,1985,拒绝回答,3,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1982,100000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1936,80000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1972,90000,3,低于平均水平,没有参加,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1987,200000,1,平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1932,120000,2,无法回答,参加了,参加了,没有参加,没有参加,主要由政府负责
说不上幸福不幸福,城市,1964,26000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1940,60000,2,无法回答,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1945,70000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
非常幸福,城市,1963,60000,2,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1981,60000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1987,100000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1940,86400,2,高于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
说不上幸福不幸福,城市,1973,85000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1993,44000,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1972,200000,2,平均水平,没有参加,没有参加,没有参加,没有参加,主要由政府负责
非常幸福,城市,1953,72000,5,平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1986,500000,1,平均水平,没有参加,没有参加,参加了,没有参加,主要由子女负责
非常幸福,城市,1941,70000,2,平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
比较不幸福,城市,1961,75000,2,远低于平均水平,参加了,没有参加,没有参加,没有参加,主要由政府负责
非常幸福,城市,1981,80000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1984,300000,3,平均水平,参加了,参加了,参加了,没有参加,主要由子女负责
比较幸福,农村,1988,40000,3,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1971,150000,3,平均水平,参加了,没有参加,参加了,参加了,政府/子女/老人责任均摊
比较幸福,城市,1970,55000,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1988,不知道,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1952,400000,5,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1973,80000,2,低于平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1973,10000,3,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,城市,1955,14400,1,远低于平均水平,参加了,参加了,参加了,没有参加,主要由政府负责
非常幸福,城市,1978,50000,6,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1975,1000000,3,高于平均水平,参加了,参加了,参加了,参加了,政府/子女/老人责任均摊
非常幸福,城市,1942,36000,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1952,66000,5,低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
非常幸福,城市,1965,30000,3,低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1983,700000,1,高于平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1939,36000,1,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
非常幸福,城市,1949,44400,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1951,86000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
非常幸福,城市,1934,不知道,5,高于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1991,90000,2,平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1955,100000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1937,120000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1973,80000,4,平均水平,没有参加,没有参加,参加了,参加了,主要由子女负责
比较幸福,城市,1947,40000,1,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1952,100000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1953,400000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1972,不知道,2,低于平均水平,没有参加,没有参加,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1954,30000,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较不幸福,城市,1939,40000,1,低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
说不上幸福不幸福,城市,1980,90000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1973,800000,4,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1992,100000,1,远低于平均水平,没有参加,没有参加,参加了,没有参加,主要由子女负责
比较幸福,城市,1986,200000,2,低于平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
非常不幸福,城市,1990,拒绝回答,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1970,20000,不适用,低于平均水平,没有参加,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1970,20000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1979,170000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1986,48000,1,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1991,20000,2,远低于平均水平,没有参加,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1996,35000,1,低于平均水平,没有参加,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1964,50000,2,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1951,33600,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
