类别,行政区,点评数,口味,环境,服务,人均消费
湾菜,K,271,5.7,6.3,6.1,55
湾菜,K,0,0,0,0,0
快餐,K,145,8.2,8.2,8.1,23
快餐,K,85,7.2,7.2,7.4,37
,,463,7.9,8,7.7,73
西餐,K,877,7.3,7.8,6.9,164
快餐,K,44,7.5,7.5,7.4,36
甜点,K,221,8.5,8.5,7.6,77
甜点,K,153,7.9,7.6,7.6,75
啡厅,K,223,7.8,7.8,7.5,40
啡厅,K,120,7.1,7.3,7,39
粤菜,K,3471,7.7,8,7.5,80
啡厅,K,223,7.8,7.8,7.5,40
常菜,K,0,0,0,0,57
常菜,K,0,0,0,0,57
浙菜,K,158,6.9,7.3,7,75
助餐,K,16,6.1,6.1,6.1,0
浙菜,K,494,7.3,7,6.8,30
本菜,K,623,7,7.6,7.2,167
快餐,K,4,7.6,7.6,7.6,17
龙虾,K,0,0,0,0,0
龙虾,K,0,0,0,0,0
烧烤,K,22,7.6,7.5,7.6,64
龙虾,K,0,0,0,0,0
常菜,K,40,7.3,7.2,7.4,42
快餐,F,16,7.6,7.6,7.6,0
烧烤,K,4,7.3,7.3,7.3,0
川菜,K,2,7,7,7,0
快餐,K,15,7.4,7.4,7.3,30
美食,K,7,7.5,7.6,7.7,0
啡厅,K,171,8.1,8.1,8,39
啡厅,K,171,8.1,8.1,8,39
川菜,K,361,7.4,7.3,7.3,95
火锅,K,277,7.5,7.6,7.3,75
本菜,K,39,6.6,6.9,6.6,35
西餐,K,1201,7.7,7.8,7.6,73
川菜,K,3,6.9,6.8,6.9,0
湘菜,K,0,0,0,0,0
快餐,K,0,0,0,0,0
西餐,A,35,7.8,7.7,7.7,25
西餐,A,35,7.8,7.7,7.7,25
蟹宴,K,85,7.7,7.9,7.3,63
助餐,K,158,7.4,7.2,7.4,59
蟹宴,K,85,7.7,7.9,7.3,63
蟹宴,K,85,7.7,7.9,7.3,63
甜点,K,55,7.8,8,8,14
浙菜,K,14,7.6,7.5,7.6,0
浙菜,K,14,7.6,7.5,7.6,0
北菜,K,1,6.9,6.8,6.8,0
快餐,K,230,8,8,7.8,27
啡厅,K,2,7.5,7.5,7.5,0
龙虾,K,0,0,0,0,49
助餐,K,929,8.6,8.3,8,206
助餐,K,929,8.6,8.3,8,206
助餐,K,364,6.9,7.1,6.7,97
助餐,K,364,6.9,7.1,6.7,97
甜点,K,14,7.4,7.5,7.6,0
快餐,K,8,7.1,6.9,7.1,25
美食,K,7,6.9,7.1,6.9,0
海鲜,K,0,0,0,0,0
甜点,K,69,6.8,6.8,6.7,16
火锅,K,406,6.9,7.5,7.2,67
本菜,K,4,7,7,7.1,0
美食,K,22,6.9,6.8,7,26
海鲜,K,0,0,0,0,0
海鲜,K,1,7,7,7,0
浙菜,K,55,7.3,7,7.2,45
浙菜,K,55,7.3,7,7.2,45
浙菜,K,48,7.5,7.9,7.6,56
料理,K,275,8,7.6,8.1,66
料理,K,275,8,7.6,8.1,66
浙菜,K,17,7.7,7.2,7.7,0
川菜,K,25,6.9,6.7,6.9,48
火锅,K,33,7.4,7.3,7.4,73
湘菜,K,32,6.9,6.8,6.8,72
烧烤,K,4,7.3,7.2,7.3,0
火锅,K,130,7.6,7.7,7.7,29
常菜,K,0,0,0,0,0
啡厅,K,152,7.8,8.2,7.6,86
啡厅,K,152,7.8,8.2,7.6,86
烧烤,K,5,7.4,7.4,7.3,0
龙虾,K,63,7.4,7.1,7.4,61
龙虾,K,63,7.4,7.1,7.4,61
粤菜,K,13,7.2,7.3,7.3,32
川菜,K,62,7.1,6.8,6.9,44
啡厅,K,14,7.6,7.5,7.6,0
浙菜,K,22,7.2,7.4,7.2,0
蟹宴,K,0,0,0,0,0
美食,K,0,0,0,0,0
快餐,K,6,6.9,6.6,6.9,19
龙虾,K,2,7,7,7,0
啡厅,K,55,7,7.3,7.2,40
啡厅,K,55,7,7.3,7.2,40
浙菜,K,55,6.8,6.9,6.7,77
本菜,K,22,7.2,7.3,7.2,36
海鲜,K,110,7.3,7.3,7.2,100
快餐,K,171,7.8,7.6,7.9,18
川菜,K,9,7.2,7.2,7.2,0
火锅,K,399,8.9,8.6,8.8,91
火锅,K,273,6.9,7.2,6.9,103
西餐,K,179,7.5,7.4,7.3,49
甜点,K,217,7.7,8,7.6,22
甜点,K,217,7.7,8,7.6,22
快餐,K,2,7.2,7.2,7.5,0
啡厅,K,25,6.7,7,6.9,21
火锅,K,18,7.9,7.3,7.9,33
海鲜,K,1,7,6.9,6.9,0
常菜,K,0,0,0,0,0
龙虾,K,0,0,0,0,0
浙菜,K,220,8.4,9,8.2,90
烧烤,K,1,6.8,6.8,6.8,0
烧烤,K,0,0,0,0,0
烧烤,K,0,0,0,0,0
西餐,K,22,7.4,7.4,7.4,60
甜点,K,70,8.7,8.8,8.8,33
火锅,K,3,7.6,7.5,7.6,0
美食,K,16,7.4,6.9,7.1,0
川菜,K,13,7.6,7.6,7.7,0
湘菜,K,1,6.9,6.9,6.9,22
湘菜,K,1,6.9,6.9,6.9,22
蟹宴,K,0,0,0,0,0
火锅,K,24,7.3,7.2,7.3,50
川菜,K,1,6.9,6.9,6.9,0
龙虾,K,0,0,0,0,0
北菜,K,6,6.8,6.8,6.9,43
北菜,K,0,0,0,0,0
快餐,K,1,7.2,7.2,7.2,0
快餐,K,3,6.9,6.9,6.9,28
疆菜,K,1,7,7,6.9,15
烧烤,K,1,7.3,7.3,7.3,0
西餐,K,69,7.2,7.3,7.3,64
甜点,K,656,8.1,8,7.9,26
西餐,K,69,7.2,7.3,7.3,64
常菜,K,0,0,0,0,0
火锅,K,19,7.6,7.4,7.7,29
海鲜,K,0,0,0,0,0
浙菜,K,190,8.8,9,8.8,143
湘菜,K,0,0,0,0,0
助餐,K,5,6.3,7,6.9,0
西餐,K,3,7.4,7.1,7.4,0
啡厅,K,1,7,7,7,0
西餐,I,0,0,0,0,0
快餐,K,163,7.4,7,7,16
快餐,K,163,7.4,7,7,16
海鲜,K,34,6.8,6.4,6.6,57
北菜,K,0,0,0,0,0
西餐,K,327,7,7.2,7.2,66
烧烤,K,1,6.8,6.8,6.8,0
本菜,K,0,0,0,0,0
美食,K,18,7.2,7.3,7.3,31
西餐,K,24,6.9,6.9,7.1,41
火锅,K,7,7.5,7.4,7.5,0
美食,K,24,6.6,6.8,7,24
常菜,K,8,7.3,7.3,7.5,30
浙菜,K,32,7,6.6,6.7,60
烧烤,K,0,0,0,0,0
湘菜,K,0,0,0,0,0
烧烤,K,1,7,7,7,0
烧烤,K,1,7,7,7,0
烧烤,K,1,7,7,7,0
浙菜,K,25,7.1,6.8,7.1,59
湘菜,M,0,0,0,0,0
烧烤,K,81,7.4,6.6,6.9,20
甜点,K,106,7.6,7.6,7.5,28
粤菜,K,823,8.1,8.8,8.5,76
本菜,K,19,7.3,7.3,7.3,16
浙菜,K,200,7.2,6.1,6.5,68
快餐,K,2,7.4,7.4,7.4,0
浙菜,K,61,7.1,7.1,7.1,94
浙菜,K,10,7.4,7.4,7.4,51
常菜,K,1,7.5,7.1,7.1,30
快餐,K,0,0,0,0,0
快餐,K,811,8,8.5,8.2,28
快餐,K,811,8,8.5,8.2,28
常菜,K,0,0,0,0,0
甜点,K,92,7.8,8.1,7.9,31
海鲜,K,0,0,0,0,0
火锅,K,144,8,8.2,8.2,50
甜点,K,603,0,0,0,0
料理,K,251,7.5,7.5,7.1,73
海鲜,K,1,7.3,7.3,7.1,0
浙菜,K,123,6.8,6.6,6.7,68
火锅,K,0,0,0,0,50
川菜,K,184,7.7,7.8,7.4,70
川菜,K,76,7.2,7.5,7.4,51
粤菜,K,129,6.8,7,7,50
火锅,K,233,7.5,7.5,6.9,101
本菜,K,10,7.5,7.5,7.6,0
粤菜,K,129,6.8,7,7,50
川菜,K,29,7,7.2,7.3,53
川菜,K,29,7,7.2,7.3,53
烧烤,K,2,6.9,6.9,6.9,0
本菜,K,91,7.7,7.4,7.7,39
素菜,K,48,8.1,8,8.4,67
素菜,K,48,8.1,8,8.4,67
常菜,K,4,7.5,7.5,7.5,0
西餐,K,659,7.5,7.7,7.4,76
北菜,K,0,0,0,0,0
西餐,K,659,7.5,7.7,7.4,76
美食,K,15,7.3,7.4,7.4,0
湾菜,K,2,6.3,6.3,6.3,0
火锅,K,8,7.3,7.3,7.2,0
快餐,K,1,7,6.9,6.9,17
火锅,K,167,8.2,8.6,8.9,120
湘菜,K,0,0,0,0,0
火锅,K,167,8.2,8.6,8.9,120
火锅,K,1116,8.1,8.1,8.1,74
火锅,K,18,0,0,0,0
烧烤,K,12,6.8,7,7.2,0
西餐,K,11,7,7.1,6.9,0
火锅,K,167,8.2,8.6,8.9,120
火锅,K,167,8.2,8.6,8.9,120
烧烤,K,12,6.8,7,7.2,0
甜点,K,17,7.5,7.6,7.3,0
浙菜,K,101,7.5,7.2,7.2,55
常菜,K,0,0,0,0,0
海鲜,K,33,7.1,7.1,6.9,177
海鲜,K,33,7.1,7.1,6.9,177
湘菜,K,17,6.7,7,7,55
料理,K,155,7.6,7.6,7.7,62
西餐,K,11,7.2,7.4,7.6,0
火锅,K,10,7.4,7.5,7.6,48
浙菜,K,75,7.2,7.2,7.1,51
浙菜,K,75,7.2,7.2,7.1,51
甜点,D,0,0,0,0,0
啡厅,D,0,0,0,0,0
龙虾,K,0,0,0,0,0
快餐,M,0,0,0,0,28
川菜,K,68,6.8,7.2,6.7,72
常菜,K,0,0,0,0,0
烧烤,K,0,0,0,0,0
本菜,K,279,7.3,7.2,7.3,31
常菜,K,1,7,7,7,0
甜点,K,342,8,8.1,8,12
甜点,K,12,7.1,7.3,7.4,0
料理,K,0,0,0,0,0
甜点,M,5,7,7,7,0
甜点,M,5,7,7,7,0
快餐,K,1,7.1,7.1,7.1,0
甜点,K,107,7.4,7.4,7.2,31
常菜,K,0,0,0,0,0
常菜,K,0,0,0,0,0
甜点,K,107,7.4,7.4,7.2,31
快餐,K,299,7.4,7.3,7.2,23
快餐,K,299,7.4,7.3,7.2,23
烧烤,K,2,6.9,6.9,6.9,0
助餐,K,1895,7.7,7.8,7.8,52
甜点,K,72,7.4,7.4,7.4,152
甜点,K,95,7.3,7.3,7.3,16
湘菜,K,2,7.1,7.1,7.1,0
啡厅,K,1,6.9,6.9,6.9,0
啡厅,K,1,7.1,7.1,7.1,0
快餐,K,30,6.7,7.4,7.1,43
粤菜,H,0,0,0,0,0
西餐,K,178,7.7,7.6,7.5,17
快餐,K,12,6.9,7,6.8,0
甜点,K,13,7.2,7.2,7.3,0
料理,K,10,7.4,7.6,7.3,0
美食,K,4,7.4,7.4,7.4,19
甜点,K,183,7.5,7.4,7.3,30
甜点,K,183,7.5,7.4,7.3,30
快餐,K,10,6.9,6.9,7,20
西餐,K,188,8.6,8.6,8.7,48
西餐,K,188,8.6,8.6,8.7,48
粤菜,K,14,7.2,7.4,7.3,0
西餐,K,72,6.9,6.9,7,39
甜点,K,144,7.3,7.5,7.4,36
常菜,K,0,0,0,0,0
川菜,K,7,7.1,7.2,7.2,0
快餐,K,24,7.1,7.2,7.1,18
西餐,K,199,7.4,7.4,7.6,30
西餐,K,21,7.2,7.1,7,43
甜点,D,16,7.4,7.3,7.2,0
烧烤,K,33,7.3,7.3,7.3,56
烧烤,K,33,7.3,7.3,7.3,56
美食,A,0,0,0,0,0
啡厅,K,110,7.4,7.7,7.5,62
啡厅,K,110,7.4,7.7,7.5,62
快餐,K,90,7.8,8.3,8.1,65
料理,K,0,0,0,0,0
海鲜,K,0,0,0,0,0
川菜,K,111,7.8,7.7,7.6,63
川菜,K,22,7,6.8,7,43
粤菜,K,333,8.7,7.9,8,48
粤菜,K,39,7.3,7.4,7.4,44
粤菜,K,4,6.9,6.9,6.9,0
北菜,K,18,7.5,7.5,7.6,40
北菜,K,14,7.1,7,7,62
料理,K,153,7.3,7.4,7.5,81
西餐,K,33,6.5,6.6,6.6,17
甜点,K,10,7,7,7,24
啡厅,K,16,6.9,7,6.8,51
快餐,K,11,6.8,6.8,6.7,12
粤菜,K,39,7.3,7.4,7.4,44
烧烤,K,4,7.7,7.5,7.6,44
快餐,K,4,7.2,7,7.3,0
啡厅,K,1,6.9,6.9,6.9,0
快餐,K,1,7.5,7.5,7.1,0
海鲜,K,1,7,7,7,0
美食,K,1,6.8,7.1,6.8,0
啡厅,K,1,7.1,7.1,7.1,0
浙菜,K,86,7,6.9,6.4,79
常菜,K,0,0,0,0,0
川菜,K,1,7,7,7,0
湘菜,K,21,7.4,7,7.5,40
啡厅,K,0,0,0,0,0
粤菜,K,79,8,7.7,7.7,23
浙菜,K,18,7,7.2,7.4,0
湘菜,K,20,7.3,6.8,7.1,49
川菜,K,2,7,7,7,0
常菜,K,0,0,0,0,0
龙虾,K,8,7,7,7.2,0
浙菜,K,51,7,7,7,85
海鲜,K,33,7.3,7.3,7.3,102
西餐,K,11,7.7,7.7,7.7,0
快餐,K,0,0,0,0,0
川菜,N,0,0,0,0,0
火锅,K,595,7.8,7.9,7.7,94
快餐,K,7,6.9,7.2,6.9,0
快餐,K,82,7.3,7.3,7.3,23
快餐,K,82,7.3,7.3,7.3,23
烧烤,K,1,6.9,6.9,6.9,0
浙菜,K,12,7.8,7.9,7.3,0
火锅,K,6,7,7.2,7.2,0
美食,K,46,6.2,6.7,5.8,0
火锅,K,56,7,6.9,7.1,93
火锅,K,2,7.1,7,7.1,0
龙虾,K,135,7.8,7.5,7.9,93
川菜,K,498,7.8,7.6,7.5,86
海鲜,K,43,7.5,7.4,7.4,39
龙虾,K,0,0,0,0,0
浙菜,K,65,7,6.9,6.9,69
美食,K,4,7.1,7.1,7.1,0
火锅,K,14,6.6,6.8,6.5,95
火锅,K,5,6.7,6.7,6.8,0
龙虾,K,3,7.5,7.1,7.6,0
川菜,K,267,7.4,7.1,7.3,95
川菜,K,267,7.4,7.1,7.3,95
烧烤,K,14,7.2,7,7.1,0
北菜,K,0,0,0,0,0
浙菜,K,19,7,7.2,7.1,47
海鲜,K,21,7.3,7.5,7.4,146
火锅,K,26,7.5,7.4,7.3,74
龙虾,K,9,7.6,7.3,7.7,0
龙虾,K,24,7.2,6.9,7.1,60
浙菜,K,8,7.2,7.2,7.2,50
美食,K,6,7.7,7.7,7.7,0
浙菜,K,208,7.4,7.4,7.2,171
本菜,K,1,7,7,7,0
啡厅,K,30,6.8,6.9,6.9,41
快餐,K,0,0,0,0,0
浙菜,K,26,7.3,7.5,7.4,73
助餐,K,509,7.4,7.7,7.5,119
助餐,K,509,7.4,7.7,7.5,119
美食,K,4,7.5,7.4,7.5,72
啡厅,K,35,7.4,7.6,7.5,47
浙菜,K,22,7.3,7,7.1,104
浙菜,K,22,7.3,7,7.1,104
湘菜,K,0,0,0,0,0
川菜,K,70,7.4,7,7.3,42
川菜,K,79,7.8,8.2,8.1,89
常菜,K,3,6.8,6.9,6.9,0
龙虾,K,1,7,7,7,0
浙菜,K,5,7.3,7.3,7.3,0
快餐,K,1,6.9,6.9,6.9,0
美食,K,1,7.2,6.8,6.8,0
火锅,K,27,7.9,7.8,7.9,83
烧烤,K,1,7.1,7.1,7.1,0
烧烤,K,1,7.1,7.1,7.1,0
烧烤,K,1,7.1,7.1,7.1,0
烧烤,K,4,6.8,6.8,6.9,0
快餐,K,4,7.4,7.4,7.4,0
常菜,K,4,7,7,7,0
快餐,N,7,7.1,6.8,7,0
快餐,K,98,7.8,6.7,6.8,14
本菜,O,1,6.9,6.9,6.9,0
快餐,K,8,7.1,7.1,7.4,18
浙菜,K,5,7.3,7.3,7.3,0
浙菜,K,32,7.2,7.2,7.3,71
湾菜,K,0,0,0,0,0
烧烤,K,39,7.5,7.1,7.5,40
浙菜,K,2,7.1,7.1,7.1,0
美食,K,31,6.6,6.6,6.6,22
快餐,K,13,7.4,7.1,7.2,0
龙虾,K,1,7,7,7,43
湘菜,K,0,0,0,0,0
火锅,K,25,6.5,6.9,6.5,89
川菜,K,6,6.9,6.8,6.8,0
龙虾,K,3,7.2,7,7.2,0
火锅,K,8,7.4,7.3,7.4,56
美食,K,1,7.2,7.2,7.2,0
海鲜,K,15,7.5,7.1,7.1,0
快餐,K,11,7.2,7.1,7.2,58
甜点,K,48,7.6,7.6,7.8,88
浙菜,K,26,7.1,7.1,7.1,0
川菜,K,4361,8.8,8.2,8.4,76
海鲜,K,171,9.1,9.2,9.1,249
北菜,K,50,7.3,7.5,7.2,53
美食,K,1,6.9,6.9,6.9,0
快餐,K,1,7,7,7,0
湘菜,K,93,7.4,7.3,7.3,57
川菜,K,16,7.8,7.7,7.7,100
海鲜,K,0,0,0,0,0
浙菜,K,283,8.1,7.4,7.3,61
美食,K,1,7.3,7.3,7.3,0
火锅,K,752,8.7,8,7.8,79
甜点,K,44,7.1,7.2,7.1,41
甜点,K,44,7.1,7.2,7.1,41
龙虾,K,0,0,0,0,0
西餐,K,998,7.6,7.6,7.2,76
浙菜,K,36,7.4,7.2,7.3,60
浙菜,K,24,7.1,7.1,7.1,62
浙菜,K,24,7.1,7.1,7.1,62
浙菜,K,579,7.5,7.1,7.2,93
浙菜,K,636,7.8,7.7,7.7,78
火锅,K,505,8.8,8.7,8.2,82
湘菜,K,595,7.8,7.9,7.7,58
湘菜,K,2,7.1,7.1,7.1,0
粤菜,K,44,7.3,7,7.3,49
浙菜,K,89,7.9,7.5,7.3,100
粤菜,K,0,0,0,0,31
烧烤,K,0,0,0,0,0
火锅,K,60,7,6.9,6.9,42
快餐,K,115,7.1,6.9,6.7,17
浙菜,K,2,6.3,6.3,6.3,0
常菜,K,0,0,0,0,0
常菜,K,1,7.2,7.2,7.3,0
火锅,K,161,7.7,7.5,7.6,81
快餐,M,117,6.9,6.4,6.7,8
快餐,N,4,7.4,7.4,7.6,0
烧烤,K,8,7.1,7.1,7.1,0
浙菜,K,60,6.8,7,6.9,68
西菜,K,0,0,0,0,0
快餐,K,92,7.6,7.4,7.5,46
快餐,K,92,7.6,7.4,7.5,46
快餐,K,92,7.6,7.4,7.5,46
美食,K,2,7.2,7.2,7.2,0
快餐,K,2,7.3,7.2,7.2,19
浙菜,K,5,7,6.9,7.1,0
甜点,K,413,7.9,7.8,8.1,73
烧烤,K,0,0,0,0,0
烧烤,K,0,0,0,0,0
快餐,K,19,7.5,7.6,7.4,0
快餐,K,19,7.5,7.6,7.4,0
快餐,K,11,6.8,7,7,0
快餐,K,30,7.3,7.2,7.3,18
快餐,K,0,0,0,0,0
美食,K,10,7.3,7.2,7.2,0
浙菜,K,175,8.1,8,8.1,84
浙菜,K,422,8.3,7,7.1,61
浙菜,K,90,6.6,6.7,6.7,115
美食,K,4,7.1,7,7.1,0
烧烤,K,1,7,6.9,7,0
美食,K,166,7.6,7.7,7.7,64
快餐,K,6,7.4,7.4,7.4,15
海鲜,K,116,7.8,7.2,7.2,152
北菜,A,1,6.9,6.9,6.9,0
海鲜,K,0,0,0,0,0
啡厅,K,306,7.5,7.5,7.4,101
啡厅,K,306,7.5,7.5,7.4,101
啡厅,K,165,7.6,7.8,7.7,69
啡厅,K,165,7.6,7.8,7.7,69
浙菜,K,41,7.2,7,7.1,44
烧烤,K,1,7.3,7.3,7.3,0
海鲜,K,30,7.1,7.1,7.1,147
川菜,N,1,0,0,0,0
浙菜,K,10,7.4,7.3,7.4,0
美食,K,21,7.3,7.2,7.4,50
浙菜,K,51,7.6,7.5,7.4,157
浙菜,K,121,6.9,6.8,6.6,55
烧烤,K,558,7.9,8.1,8.3,81
海鲜,K,0,0,0,0,0
啡厅,K,51,6.6,7,6.6,72
啡厅,K,154,7.2,7.7,7.4,57
浙菜,K,40,6.9,6.9,6.8,54
川菜,K,4,7.3,7.1,7.2,0
火锅,K,21,7.3,7.8,7.4,0
西餐,K,61,7.2,7.6,7,36
烧烤,K,0,0,0,0,0
啡厅,K,5,7.3,7.4,7.4,0
火锅,K,1,7.5,7.5,7.5,0
粤菜,K,30,6.7,8.3,7.6,54
火锅,K,93,7.4,7,7.2,82
本菜,K,0,0,0,0,0
美食,K,13,7.2,7.3,7,46
烧烤,K,4,6.6,6.7,6.6,0
浙菜,K,8,7,6.9,7.4,0
海鲜,K,55,6.9,7.1,7,153
海鲜,K,0,0,0,0,0
湘菜,K,0,0,0,0,0
烧烤,K,0,0,0,0,0
啡厅,K,86,7.4,7.8,7.5,31
啡厅,K,86,7.4,7.8,7.5,31
烧烤,K,8,6.9,6.9,6.9,40
甜点,K,2,7.2,7.1,7.1,10
川菜,K,1,7.5,7.5,7.5,0
川菜,K,8,6.9,6.9,6.9,0
快餐,K,1,7.3,7.1,7.1,0
烧烤,K,2,6.9,6.9,6.9,0
快餐,K,6,7.5,7.2,7.3,0
北菜,K,0,0,0,0,33
浙菜,K,408,7.7,8,7.5,87
浙菜,K,39,7.8,8.4,8.1,91
浙菜,K,122,6.5,6.9,6.8,72
烧烤,K,327,7.2,7.6,7.6,83
川菜,K,16,7.2,7.5,7.2,87
粤菜,K,829,7.7,8.4,7.9,84
火锅,K,290,7.6,7.8,7.6,134
火锅,K,116,6.8,6.6,6.8,87
火锅,K,65,7.2,7.4,7.4,68
火锅,K,14,6.2,6.2,6.3,0
西餐,K,255,6.8,7.6,7,188
快餐,K,133,7.2,7.3,6.8,27
本菜,K,302,7.9,8.3,8.2,157
本菜,K,57,7,7.3,7.3,118
料理,K,643,8.7,9,9,101
料理,K,482,7.9,8.1,8.1,79
西餐,K,255,6.8,7.6,7,188
西餐,K,357,7.1,7.5,7.4,86
西餐,K,17,6.4,6.6,6.4,0
甜点,K,166,8.4,8.4,8.2,18
啡厅,K,52,7.5,8.1,8,43
甜点,K,102,7.4,7.6,7.4,24
啡厅,K,52,7.5,8.1,8,43
啡厅,K,1,7.5,7.5,7.5,0
海鲜,K,560,9,8.8,8.6,159
海鲜,K,177,7.4,7.7,7.6,82
火锅,K,6,0,0,0,0
烧烤,K,327,7.2,7.6,7.6,83
北菜,K,398,7,7.4,6.9,78
粤菜,K,829,7.7,8.4,7.9,84
西餐,K,255,6.8,7.6,7,188
甜点,K,57,7.5,7.6,7.6,17
北菜,K,0,0,0,0,0
烧烤,K,0,0,0,0,0
湘菜,K,2,6.9,6.9,6.9,35
浙菜,K,197,7.4,7,7.3,122
快餐,K,28,7.6,7.7,7.6,40
火锅,K,231,8.9,8.4,8.9,62
烧烤,K,0,0,0,0,0
快餐,K,15,7.5,7.3,7.5,0
常菜,K,0,0,0,0,0
烧烤,K,20,7.5,7.3,7.6,44
浙菜,K,73,7.3,7.3,6.7,94
湘菜,K,0,0,0,0,0
湘菜,K,1,6.9,6.9,6.9,0
料理,K,0,0,0,0,0
龙虾,K,0,0,0,0,0
龙虾,K,0,0,0,0,0
快餐,K,1,7.2,6.8,6.8,0
助餐,K,1,6.9,6.9,6.9,0
助餐,K,1,6.9,6.9,6.9,0
常菜,K,0,0,0,0,0
浙菜,K,73,7.6,7.6,7.5,90
快餐,K,0,0,0,0,0
浙菜,K,108,7.2,7.1,7.1,75
浙菜,K,78,7,7,6.7,117
美食,K,4,7,6.9,7,40
湘菜,K,0,0,0,0,0
浙菜,K,128,7.3,7.2,7.1,69
火锅,K,10,7.3,7.5,7.5,0
火锅,K,10,7.3,7.5,7.5,0
浙菜,K,128,7.3,7.2,7.1,69
快餐,K,829,7.6,7.6,7.6,27
烧烤,K,3113,8.3,8.3,8.1,82
,,4,7.4,7.5,7.5,0
川菜,K,3,7.2,7.1,7.2,47
川菜,K,596,8.3,8.3,7.9,51
火锅,K,394,7.4,7.3,7.3,67
快餐,K,345,7.3,7.5,7.4,38
本菜,K,23,6.9,7.2,7,0
西餐,K,180,7.6,7.3,7.3,38
快餐,K,345,7.3,7.5,7.4,38
本菜,K,23,6.9,7.2,7,0
甜点,K,25,7,7,6.9,11
火锅,K,4,6.9,6.9,6.9,0
海鲜,K,1,7.7,7.7,7.7,0
湘菜,K,0,0,0,0,0
北菜,K,0,0,0,0,52
北菜,K,0,0,0,0,0
湾菜,K,0,0,0,0,0
川菜,K,1,7,7,7,0
浙菜,K,30,7.6,7,7.2,113
常菜,K,22,7.6,7.4,7.5,60
粤菜,K,3,7.3,7.3,7.3,0
烧烤,K,2,7,7,7,0
浙菜,K,41,8.4,8.2,8.4,94
快餐,K,25,7.1,6.9,6.9,14
海鲜,K,0,0,0,0,0
常菜,K,0,0,0,0,0
龙虾,K,0,0,0,0,0
龙虾,K,0,0,0,0,0
本菜,K,0,0,0,0,0
常菜,K,0,0,0,0,0
浙菜,K,32,7.3,7.1,7.2,55
西餐,K,2,6.9,6.9,6.9,65
粤菜,K,1,6.9,6.9,6.9,0
常菜,K,0,0,0,0,0
蟹宴,K,0,7,7,7,0
川菜,K,3,7,7,7,0
啡厅,K,2,7.3,7.3,7.3,0
亚菜,K,1,6.9,6.9,6.9,0
常菜,K,0,0,0,0,0
美食,K,7,7.2,6.8,6.9,0
海鲜,K,16,7,7.1,7,76
常菜,K,0,0,0,0,0
美食,K,6,7.3,7.3,7.3,0
浙菜,K,38,7.7,7.5,7.6,78
浙菜,K,43,7.5,7.2,7.3,73
常菜,K,0,0,0,0,0
火锅,K,56,7.5,7.4,7.4,61
快餐,K,30,7.1,7.1,7.2,18
火锅,K,22,7.4,7.4,7.4,60
快餐,K,4,7.1,6.7,7,0
烧烤,K,0,0,0,0,0
川菜,K,1,6.8,6.8,6.8,0
浙菜,K,32,7.4,7.1,7.4,59
火锅,K,65,7.8,7.2,7.1,115
北菜,K,0,0,0,0,0
常菜,K,1,6.9,6.9,6.9,0
常菜,K,0,0,0,0,0
火锅,K,18,7,6.9,6.8,75
湘菜,K,0,0,0,0,0
湘菜,K,4,6.9,6.9,6.8,0
常菜,K,2,6.9,6.8,6.9,0
川菜,K,7,6.8,7.2,7.2,0
快餐,K,3,7.4,7.4,7.4,0
浙菜,K,86,8.1,7.4,7.6,127
粤菜,K,1,6.9,6.9,6.9,0
北菜,K,25,6.7,6.8,7.1,36
火锅,K,238,7.5,7.4,7.6,94
湘菜,H,1,6.9,6.9,6.9,0
美食,M,0,0,0,0,14
快餐,J,0,0,0,0,16
火锅,K,5,7.4,7.6,7.6,0
北菜,K,0,0,0,0,0
火锅,K,80,8.3,8.4,8.3,84
海鲜,K,77,7.6,7.5,7.6,84
烧烤,K,3,7.1,7.1,7.1,0
西餐,K,13,6.9,7.4,7,0
川菜,K,33,7.3,7.2,7.3,78
浙菜,K,106,7,7,7,61
美食,K,14,7.2,7.2,7.1,42
常菜,K,0,0,0,0,0
快餐,K,1,7.5,7.5,7.5,0
川菜,K,48,7.5,7.5,7.6,53
西菜,K,0,0,0,0,0
快餐,K,6,7.3,7.3,7.3,20
快餐,K,2,7.4,7.1,7.1,0
浙菜,K,108,7.5,7.1,7.2,133
本菜,K,159,7.6,8.2,8.2,249
常菜,K,0,0,0,0,0
常菜,K,0,0,0,0,0
常菜,K,0,0,0,0,0
烧烤,K,18,7,7.1,6.9,0
粤菜,K,2624,8.9,9,8.8,93
川菜,K,2045,8.5,8.8,8.6,96
本菜,K,4141,8.4,9,8.3,267
料理,K,2961,9,9,9,116
浙菜,K,92,7.4,7.8,7.1,78
浙菜,K,275,8.1,7.9,8,132
浙菜,K,189,7.4,7.8,7.7,133
浙菜,K,189,7.4,7.8,7.7,133
快餐,K,5,7,7.2,6.8,13
湾菜,K,0,0,0,0,0
常菜,K,1,6.9,6.9,6.9,0
常菜,K,0,0,0,0,0
浙菜,K,0,0,0,0,0
浙菜,K,29,6.5,6.5,6.5,128
助餐,K,3,6.9,6.9,6.7,0
甜点,K,4,6.9,6.8,6.8,0
浙菜,K,384,7.6,8.4,7.3,145
浙菜,K,1160,7.8,7.7,7.4,100
浙菜,K,12,7.2,7.4,7.4,43
常菜,K,1,6.9,6.9,6.9,0
湘菜,K,0,0,0,0,0
浙菜,K,36,6.8,7.1,7,56
